Country,Shape_Leng,bounding_box_area
Algeria,0.00439545365066,3.0771822828125437e-06
Algeria,0.00153370227928,5.490318317313938e-07
Algeria,0.0222889153492,0.0001491801897905523
Algeria,0.0100854543315,1.0377856855583088e-05
Algeria,0.000639847498482,1.3223613951762098e-07
Algeria,0.0823990175636,0.0012900411104013621
Algeria,0.0601305042727,0.00047221201261931527
Algeria,0.00957005225759,1.032362270255685e-05
Algeria,0.00173873880043,2.081402964789851e-07
Algeria,0.0230706200905,4.7853525709099493e-05
Algeria,0.00578154374598,5.528416307469985e-06
Algeria,0.0054154501525,1.3802221879168168e-05
Algeria,0.00778100739904,2.9227661303898733e-05
Algeria,0.00430245819328,8.910982078866161e-06
Algeria,0.0152690469844,6.187927007716537e-05
Algeria,0.00524168252984,1.3063404436636755e-05
Algeria,0.00399259369289,4.790003595167379e-06
Algeria,0.00908556847603,3.869568895743008e-05
Algeria,0.00242512073635,2.2407709187255883e-06
Algeria,0.00142806600897,7.490159718705796e-07
Algeria,0.00181288186029,1.577468684664926e-06
Algeria,0.000859776229909,3.4297321967445156e-07
Algeria,0.000877571846835,3.50376233213533e-07
Algeria,0.00100323660028,3.664420069952038e-07
Algeria,0.0028896596372,3.912906015344442e-06
Algeria,0.00360721950582,5.736239937171138e-06
Algeria,0.00358788705008,5.611276167437923e-06
Algeria,0.00288555993053,3.968326876623849e-06
Algeria,0.00361254910317,5.7641821061887375e-06
Algeria,0.00283924463727,3.83080613708027e-06
Algeria,0.00352523950031,5.596498605013865e-06
Algeria,0.0031077417535,4.5284801103459105e-06
Algeria,0.00360728651255,5.7722347506274935e-06
Algeria,0.00290097473948,4.043493955416538e-06
Algeria,0.00348747469348,5.624200323083286e-06
Algeria,0.00302465317978,4.365339533952744e-06
Algeria,0.003393902556,5.3262313330384485e-06
Algeria,0.000390382670701,7.20950993474818e-08
Algeria,0.000459333209012,9.873061686558697e-08
Algeria,0.000571719173841,1.4877663166903866e-07
Algeria,0.00421981400789,6.983657766138892e-07
Algeria,0.00677108709496,2.742879510672112e-06
Algeria,0.00405197954125,1.3979303167072e-06
Algeria,0.00273321783031,3.941244555462203e-07
Algeria,0.00313751322444,5.385284078174182e-07
Algeria,0.00362681453603,6.479769960458274e-07
Algeria,0.00404549410558,7.228825620350351e-07
Algeria,0.00272251014794,1.4964597109981885e-07
Algeria,0.00221762434684,6.637829989072051e-07
Algeria,0.0107887175899,7.5574500883136346e-06
Algeria,0.0106948896728,7.705823156706846e-06
Algeria,0.000292330135511,1.2716056729427605e-08
Algeria,0.00773410272192,4.225482282316584e-06
Algeria,0.00248031854835,2.6145561440919594e-07
Algeria,0.00519037715357,1.6741439111827702e-06
Algeria,0.00573474379332,1.8504717313741857e-06
Algeria,0.00637493507759,2.296044028423475e-06
Algeria,0.00659147469871,2.1730160590195784e-06
Algeria,0.00646123057815,2.08551113916574e-06
Algeria,0.0051275869214,1.7597346636462551e-06
Algeria,0.00523085441794,1.882096826398511e-06
Algeria,0.00994857907499,5.968168263243769e-06
Algeria,0.00784784041419,3.0135756429947824e-06
Algeria,0.00672543668495,2.8626240973829067e-06
Algeria,0.0073720493133,3.592525073248086e-06
Algeria,0.00853973445381,4.162634640671955e-06
Algeria,0.00794986929566,4.309542540520379e-06
Algeria,0.00997429603686,6.1036569549276764e-06
Algeria,0.00872231881635,5.548793613906876e-06
Algeria,0.000945716285448,5.622653677997969e-08
Algeria,0.00302690181847,7.706135367141268e-07
Algeria,0.00798946098735,2.4215019276739538e-05
Algeria,0.00259302964145,2.0236618258915883e-06
Algeria,0.00352092425706,5.778120773523976e-06
Algeria,0.00189444592835,1.7016051355030825e-06
Algeria,0.00262935073426,3.279960766752258e-06
Algeria,0.00299780486324,4.440624657156357e-06
Algeria,0.00205104956916,2.0194201991208824e-06
Algeria,0.00145066632269,4.0159642669898043e-07
Algeria,0.0212219793667,2.5439165396159023e-05
Algeria,0.00300615344114,1.5565395176271916e-07
Algeria,0.000779494447743,1.4554662840597074e-07
Algeria,0.0624356386874,0.0008074938139849925
Algeria,0.00584148994973,9.563611907419698e-06
Algeria,0.0158717029181,7.661999333663241e-05
Algeria,0.00967877186015,2.5530676334803915e-05
Algeria,0.00833132991855,1.8917368931488145e-05
Algeria,0.00813459668701,1.912191404757018e-05
Algeria,0.00935378935979,2.1035286633075752e-05
Algeria,0.0134711040919,5.3346600651175865e-05
Algeria,0.00790109944707,1.4470020879547908e-05
Algeria,0.0118581299491,1.5863612796271775e-05
Algeria,0.00681452254542,8.712134205943856e-06
Algeria,0.00529593881589,5.748273030937707e-06
Algeria,0.00285867614323,1.870034576690747e-06
Algeria,0.00303844391718,2.618759092462994e-06
Algeria,0.00121122169286,6.95944241181436e-07
Algeria,0.000290612160052,9.100248495423653e-09
Algeria,0.000337735233459,4.6707705213254486e-08
Algeria,0.0114005744464,6.31420557285189e-05
Algeria,0.00381249093385,5.186961324814945e-06
Algeria,0.0147909896218,0.00010134860220987143
Algeria,0.0084693014114,2.4884298829873896e-05
Algeria,0.00807236595091,2.280937070855421e-05
Algeria,0.00152746534603,5.180195735624419e-07
Algeria,0.0013509035285,6.527271270248337e-07
Algeria,0.00509707601601,8.008512102869925e-06
Algeria,0.00556546965827,7.706044066205234e-06
Algeria,0.00224036040741,5.794834562167641e-07
Algeria,0.0296838116464,0.0003189891304412105
Algeria,0.00436053249042,5.405674924618613e-06
Algeria,0.0054950096778,9.539807892514221e-06
Algeria,0.00618878219904,1.7567424054921745e-05
Algeria,0.00338256984066,5.098559159415141e-06
Algeria,0.0030420412354,4.209555824588079e-06
Algeria,0.00818621221422,3.315900401100685e-05
Algeria,0.00191824910019,1.7607361307433105e-06
Algeria,0.00154112072486,7.484273768522943e-07
Algeria,0.000910644240539,2.2860771091127612e-07
Algeria,0.00155024578217,1.0691480712514647e-06
Algeria,0.0032369458267,4.688478714227823e-06
Algeria,0.00496168130737,7.142275621292272e-06
Algeria,0.00329600677627,1.5221017036605082e-06
Algeria,0.00724061359209,1.0503744687520012e-05
Algeria,0.0045460493309,3.1992981143778522e-06
Algeria,0.00477604770628,2.2085206161917123e-06
Algeria,0.00452071928973,2.2935088996680014e-06
Algeria,0.00372019295519,2.038875488625748e-06
Algeria,0.00938616535504,2.3615822268046976e-05
Algeria,0.00459494312649,2.6633701738331974e-06
Algeria,0.00714018422279,1.050185503440714e-05
Algeria,0.00426808346645,6.2841019088961865e-06
Algeria,0.00490751315617,7.134898237087962e-06
Algeria,0.00596667080043,7.237135639883247e-06
Algeria,0.000910068043942,3.975273767609187e-07
Algeria,0.00161403457484,1.0902577054597851e-06
Algeria,0.00102531981032,5.114181211313527e-07
Algeria,0.000491455072588,1.0128061112453735e-07
Algeria,0.000219971059744,2.36088028093651e-08
Algeria,0.000175233683816,1.5126567592850914e-08
Algeria,0.000662431542562,2.0167932366215318e-07
Algeria,0.00402694717396,4.953383141879743e-06
Algeria,0.0100258330004,3.319777295412165e-05
Algeria,0.000438894364548,2.9737841776108583e-08
Algeria,0.0452337124728,0.0007603620177828893
Algeria,0.23360154638,0.006678471398472266
Algeria,0.00141773564148,7.040020788233676e-08
Algeria,0.00619753169992,1.0585769501623565e-05
Algeria,0.055287867429,0.0012560277742474292
Algeria,0.00163483097974,4.227900225996894e-07
Algeria,0.000869307679562,1.1835980518093524e-07
Algeria,0.00112727123624,3.429108536138703e-07
Algeria,0.012109470808,3.1602164133617024e-05
Algeria,0.000424534710516,9.0005324814234e-08
Algeria,0.0389369804059,0.00030754241007633796
Algeria,0.00296734389968,2.544735945762173e-06
Algeria,0.00476685989809,8.951476080955743e-06
Algeria,0.00292624230822,2.3295239800927883e-06
Algeria,0.00334783622828,4.732987514073156e-06
Algeria,0.00299249466518,3.428174937897619e-06
Algeria,0.198709629512,0.01532382497974252
Algeria,0.000510885090867,1.305006629313524e-07
Algeria,0.00438911177899,9.62383065070083e-06
Algeria,0.0306388135914,0.0004027758858351767
Algeria,0.0136027361356,8.314645846440901e-05
Algeria,0.000307022892329,3.589654089671967e-08
Algeria,0.116337829671,0.005707552399082654
Algeria,0.124226834658,0.004081540097344384
Algeria,0.049558762379,9.095538207713294e-05
Algeria,0.0328864964757,0.00032523978509798945
Algeria,0.00843705286287,1.624394114188316e-05
Algeria,0.0173635362741,0.00013176043948338585
Algeria,0.268354669992,0.004089625914514529
Algeria,0.0139886800029,7.09212967071643e-05
Algeria,0.0341918985031,0.00046396662295580436
Algeria,0.0108580517719,1.2871909083272955e-05
Algeria,0.0178186970008,8.263688611094125e-05
Algeria,0.000438097930593,9.49968884603386e-08
Algeria,0.00594801996785,1.6792969017931747e-05
Algeria,0.00568470251095,3.935941929510074e-06
Algeria,0.000993368497131,4.927779921386601e-07
Algeria,0.00205010765181,2.0751585252302336e-06
Algeria,0.00207680673921,2.149401015129747e-06
Algeria,0.0020541164115,2.1029292695293685e-06
Algeria,0.02035840365,0.00013411819634804746
Algeria,0.191258112947,0.00941634877161474
Algeria,0.0255649874888,0.00024886414103339775
Algeria,0.0160805189902,7.925528146786614e-05
Algeria,0.00051883376647,1.3421425037469299e-07
Algeria,0.0209099258707,6.75164384438888e-05
Algeria,0.103096428465,0.0021374074221831812
Algeria,0.000693353726284,2.1627317448618253e-07
Algeria,0.00305547984248,3.7953299072717448e-06
Algeria,0.0031601554662,1.5225997559354002e-06
Algeria,0.0298332110489,0.00033071752238334037
Algeria,0.00263002768146,1.8451754771530536e-06
Algeria,0.00384708227875,1.7617444562039364e-06
Algeria,0.00226315240944,1.272595933029413e-06
Algeria,0.0015501012588,7.786180680366973e-07
Algeria,0.00343860909095,5.415760402883218e-06
Algeria,0.00208501509541,1.3866269957753606e-06
Algeria,0.014293539856,9.49675423009275e-05
Algeria,0.00140301297614,8.268623567592959e-07
Algeria,0.000292279981014,2.4300985639197673e-08
Algeria,0.0317724381587,0.0003152087998957649
Algeria,0.137492067055,0.007737262568002753
Algeria,0.0420043344593,0.0004452798489283362
Algeria,0.00637084461918,9.526510675333626e-06
Algeria,0.0284087402,0.0001936644470571928
Algeria,0.154012778205,0.005930455503928739
Algeria,0.00489738513982,4.825316710761787e-06
Algeria,0.0700555228534,0.002364485486090483
Algeria,0.0033674534401,3.6711928162030667e-06
Algeria,0.000219115358377,4.364018276647839e-09
Algeria,0.236943613217,0.025177804826566466
Algeria,0.00865200182868,2.1869262681367835e-05
Algeria,0.117111262117,0.0010521748928430427
Algeria,0.0563760804209,0.0006056044477098188
Algeria,0.00108949250345,5.513888210222052e-07
Algeria,0.0351763456578,0.0004993835427103402
Algeria,0.00976593010977,2.3453645247326544e-05
Algeria,0.00121510007531,4.239682057095696e-07
Algeria,0.000431250314268,7.405387955649382e-08
Algeria,0.00413567785722,7.000831141678462e-06
Algeria,0.00152991686324,9.572489959698202e-07
Algeria,0.000494787479433,9.963733044681762e-08
Algeria,0.00236613642783,7.390839133537728e-07
Algeria,0.00026595915926,3.15739121475944e-08
Algeria,0.000705615627332,4.2671911794043514e-08
Algeria,0.000743149736793,5.6024006430839505e-08
Algeria,0.0241900063464,0.00018513867119167155
Algeria,0.00965518184004,4.152661125816218e-05
Algeria,0.0286277315926,0.0003425829900194858
Algeria,0.0753331382277,0.0011564360756302337
Algeria,0.000413044540783,8.745255928561577e-09
Algeria,0.000357576610701,6.197113611208289e-08
Algeria,0.00659555663549,8.776893496070808e-06
Algeria,0.0130649077744,8.152953113261419e-05
Algeria,0.0464488960322,0.0009767431877430153
Algeria,0.0049177729474,1.2086806998504514e-05
Algeria,0.259775441492,0.017710630016343626
Algeria,0.343158666104,0.02917484477302738
Algeria,0.0378033518061,0.0004372362342997065
Algeria,0.000274964118642,1.2759443569587751e-08
Algeria,0.0586737992433,0.001078249649590266
Algeria,0.000219211735674,8.766920179952369e-09
Algeria,0.0199904205358,0.0001802161959956225
Algeria,0.105820384819,0.0017704572711740888
Algeria,0.0349415891581,0.00031320493786451406
Algeria,0.356089420418,0.0443496806607586
Algeria,0.000314850132385,4.9224718228109244e-08
Algeria,0.00815005944817,1.775041128121299e-05
Algeria,0.0039556586499,5.6451121824431845e-06
Algeria,0.0126119206235,6.807003913084721e-05
Algeria,0.0009292233373,4.106744672389483e-07
Algeria,0.129000979322,0.003327414042049968
Algeria,0.158995636647,0.012286515718091626
Algeria,0.00590797617859,1.7423362470983278e-05
Algeria,0.00205278072623,1.9836136609856884e-06
Algeria,0.0148261320812,9.560588785386897e-05
Algeria,0.00572526780182,1.0446632261228261e-05
Algeria,0.00744734508384,1.4964207145023358e-05
Algeria,0.00778002693915,2.2272248747506984e-05
Algeria,0.00366632628594,4.712831012591823e-06
Algeria,0.0012553180291,4.3326073725876627e-07
Algeria,0.00528552174379,1.1168327072943394e-05
Algeria,0.00212622010633,1.8289225911458005e-06
Algeria,0.00108841594679,1.2225162146771712e-07
Algeria,0.0058592434803,1.2886462873252429e-05
Algeria,0.00138364418179,9.16600451624231e-07
Algeria,0.0022108965221,1.1735970467886152e-06
Algeria,0.00292238654717,1.0919922015854311e-06
Algeria,0.00284836753584,3.2443755513378786e-06
Algeria,0.082380247172,0.0014496193887967835
Algeria,0.0044990145429,8.943796274161083e-06
Algeria,0.00190999598222,1.7149730037964017e-06
Algeria,0.0076274832683,1.1155919616993249e-05
Algeria,0.0016745863941,1.030740148595339e-06
Algeria,0.0104382109274,2.592536075247247e-05
Algeria,0.00178456942786,1.8144379186247534e-07
Algeria,0.00713895989586,2.407976839619847e-05
Algeria,0.0383579978117,0.0006407347643445517
Algeria,0.00889176339448,2.1231924537240304e-05
Algeria,0.00491920009083,1.1911092928200464e-05
Algeria,0.00168758589172,1.5737890017854285e-07
Algeria,0.00083490417337,2.5426267390387374e-07
Algeria,0.000766058698867,2.8460514131459096e-07
Algeria,0.000807919755175,9.407808756489927e-08
Algeria,0.00076310104371,2.6894305691510305e-07
Algeria,0.00641543660039,1.4219028228225308e-05
Algeria,0.0145732236092,7.46755544457272e-05
Algeria,0.0011896215274,4.6587344033641805e-07
Algeria,0.00807217404611,1.9403637785050745e-05
Algeria,0.00104747945687,1.9681440494778507e-07
Algeria,0.00110884558686,1.3565545860718779e-07
Algeria,0.00591521137279,6.66775462656514e-06
Algeria,0.00120227294372,4.088030524328701e-07
Algeria,0.00032517950872,7.750893085674724e-09
Algeria,0.0619980650907,0.0012719561417244116
Algeria,0.00100141223987,4.826911738921304e-07
Algeria,0.039200383388,0.0006580909321268426
Algeria,0.0206242260877,0.00011061731506770707
Algeria,0.0033120391088,5.020129990742793e-06
Algeria,0.000843656449985,3.231864265318384e-07
Algeria,0.0025701212945,1.5913992059990215e-06
Algeria,0.00090637373023,9.656991467809796e-08
Algeria,0.00833043518962,1.2186482459806616e-05
Algeria,0.0134369697923,1.8307872012885463e-05
Algeria,0.00717338984901,6.187040619518307e-06
Algeria,0.00291320520704,1.6852344154801493e-06
Algeria,0.0104758380681,1.4264445807071793e-05
Algeria,0.00205247053631,1.927336201571521e-06
Algeria,0.316605511258,0.02406050131919845
Algeria,0.0443598444436,0.00019239319301054416
Algeria,0.00884392944773,2.3712662806806756e-05
Algeria,0.0211536562321,7.960447315715004e-05
Algeria,0.00133624170593,3.0708452751322174e-07
Algeria,0.13275587259,0.005117872740883508
Algeria,0.00523551068253,1.166869780049267e-05
Algeria,0.00455926305439,8.222897856368057e-06
Algeria,0.00850640032999,3.5526563891663125e-05
Algeria,0.121872246975,0.003928319205057692
Algeria,0.000212790248344,2.1851777366371814e-08
Algeria,0.000197242624329,1.8829306633067016e-08
Algeria,0.00840229377595,2.623488627760574e-05
Algeria,0.0219416311225,0.0002317896113013078
Algeria,0.00726219593173,2.585475470159069e-05
Algeria,0.00576541822696,1.628702425489578e-05
Algeria,0.113273876829,0.0031985299182284007
Algeria,0.0066862240968,2.149291153635215e-05
Algeria,0.00122044064753,7.106510450387112e-07
Algeria,0.0296276282857,0.00017198857405304106
Algeria,0.00414006670312,6.917782130229748e-06
Algeria,0.00134957127169,6.262225296986078e-07
Algeria,0.00683832688384,1.4869955566136043e-05
Algeria,0.00470485711116,5.3414021675346465e-06
Algeria,0.008064128202,2.0332624135266376e-05
Algeria,0.00208315060214,1.4076212961402452e-06
Algeria,0.00172942187717,8.181844065001391e-07
Algeria,0.00189893912732,7.153273371748803e-07
Algeria,0.00197065699553,9.605724520161497e-07
Algeria,0.000844059506462,2.102661050265183e-07
Algeria,0.00675903672173,1.4086737046857754e-05
Algeria,0.00313300184356,3.5397013511632657e-06
Algeria,0.000445967160185,3.95815355870439e-08
Algeria,0.0106739418464,1.84967605748813e-05
Algeria,0.00732471918204,1.9407635238857507e-05
Algeria,0.000703994869525,1.4080481417834494e-07
Algeria,0.00191084317872,1.6065464284589306e-06
Algeria,0.00146802431026,3.916458110559593e-07
Algeria,0.00567803935479,8.40388779226879e-06
Algeria,0.00234619204204,2.432353847858555e-06
Algeria,0.00318506209029,4.2306524449165674e-06
Algeria,0.00159750861885,1.259232503820705e-06
Algeria,0.0083738617895,3.142183067260697e-05
Algeria,0.00219967504869,2.1462440772840445e-06
Algeria,0.00612389162874,1.6450759937550608e-05
Algeria,0.00788523887489,2.2077081141131627e-05
Algeria,0.00547952723847,1.3422665907204694e-05
Algeria,0.00618722213672,1.627581216447117e-05
Algeria,0.00130808838927,6.315576047698991e-07
Algeria,0.00127902467398,2.3919302574309785e-07
Algeria,0.00447979813131,8.94617868698612e-06
Algeria,0.00568403481603,1.1668783341842536e-05
Algeria,0.00180173177041,1.5590190372982443e-06
Algeria,0.00137698282473,8.617167348073539e-07
Algeria,0.000632289202878,1.3368024287292968e-07
Algeria,0.00151957288279,4.312540521670565e-07
Algeria,0.00161591208726,7.331441436193318e-07
Algeria,0.00390062742864,6.862337940029007e-06
Algeria,0.00056851880113,1.3477694765091902e-07
Algeria,0.00119189563076,6.194065637841542e-07
Algeria,0.00178832167494,1.5605282421925601e-06
Algeria,0.00310577987182,2.5285672556621266e-06
Algeria,0.00649060176797,1.8560162346869406e-05
Algeria,8.82117575907e-05,3.6985629394174477e-09
Algeria,0.00322385477344,4.231886013742653e-06
Algeria,0.000501500371774,1.2344286844334027e-07
Algeria,0.00222663916072,2.4459301629312696e-06
Algeria,0.00266861674752,3.272737399958963e-06
Algeria,0.00214014013973,2.085284964624639e-06
Algeria,0.00181918680884,1.6188989210857033e-06
Algeria,0.00355314986962,5.883873531978439e-06
Algeria,0.0008175072079,3.2135325923450924e-07
Algeria,0.0102099213487,3.984470553568889e-05
Algeria,0.00721060809571,2.2245624585634963e-05
Algeria,0.00418895766165,5.971211272451498e-06
Algeria,0.00409486640856,6.761988927458604e-06
Algeria,0.00551049402659,1.346360492785021e-05
Algeria,0.00550957137965,1.3889018193365482e-05
Algeria,0.00310059113191,3.903349398326853e-06
Algeria,0.0067247487789,1.306177849273684e-05
Algeria,0.00300786982826,4.253142363659811e-06
Algeria,0.00454678866949,7.902442780609605e-06
Algeria,0.0141755356346,9.260802897268114e-05
Algeria,0.0311306134217,0.00016063644557087802
Algeria,0.218448652383,0.008319412506339732
Algeria,0.0414420002233,0.0005562350093000131
Algeria,0.000180504324872,9.269774002092436e-09
Algeria,0.0225916108185,0.000157386052632067
Algeria,0.00159068992667,1.2075966866629824e-06
Algeria,0.000181545846382,5.319288247639846e-09
Algeria,0.0354847699549,0.0005032746421397931
Algeria,0.142095730532,0.007280149589139877
Algeria,0.00330052483378,1.0014549457212854e-06
Algeria,0.0126388799605,5.501145196567942e-05
Algeria,0.000430776734083,9.06522675384101e-08
Algeria,0.000164831072797,1.1637795377718668e-08
Algeria,0.0125849484243,7.789717987907396e-05
Algeria,0.00427255892195,8.879219719345363e-06
Algeria,0.000324941814806,5.176755801190102e-08
Algeria,0.000951896808204,6.79631255661266e-08
Algeria,0.0190910368186,2.735034801082957e-05
Algeria,0.00812195149209,2.6668292662488698e-05
Algeria,0.00019400047205,1.8065358144981635e-08
Algeria,0.141256669156,0.007273999136411774
Algeria,0.543286977875,0.01886962483553682
Algeria,0.000815859758787,2.136474533632923e-07
Algeria,0.000288099654572,3.4432177177499844e-08
Algeria,0.001252367708,2.751722830638919e-07
Algeria,0.000220495377877,2.349305246963811e-08
Algeria,0.00172206766994,1.445684803948748e-06
Algeria,0.000457704616642,9.289461736539788e-08
Algeria,0.000912159477282,2.4167221970064593e-07
Algeria,0.485982328694,0.019020040083133283
Algeria,0.215595339362,0.006500899897087235
Algeria,0.000225023097997,7.476115421478311e-09
Algeria,0.00121210957235,7.344653558676811e-07
Algeria,0.00045275783031,6.923312673455118e-09
Algeria,0.0368280122015,0.0006259428415191838
Algeria,0.623817030749,0.07111282577092995
Algeria,0.0223994765643,0.00023625414860758032
Algeria,0.000366456181,1.2695101124248743e-08
Algeria,0.0312807226363,0.0003697359990516547
Algeria,0.000116657176726,3.434243428035356e-09
Algeria,0.000177763175506,7.962352711935841e-09
Algeria,0.00080472715357,1.6457551422744575e-07
Algeria,0.00022942295714,1.3162895627739737e-08
Algeria,0.00024857849623,7.524480386277913e-09
Algeria,0.000474546252052,1.8679537294590853e-08
Algeria,0.411522694676,0.039364912320810984
Algeria,0.0259022043487,0.0002861687497039386
Algeria,0.119166905987,0.0049365960582903705
Algeria,0.020982243732,0.00016491173099053937
Algeria,0.00153565222136,2.457256602504977e-07
Algeria,0.000135167528039,7.95898433010386e-09
Algeria,0.0205007108473,0.0001916005508856961
Algeria,0.00284441263776,1.1466573656164583e-06
Algeria,0.012383482918,4.6176586583508694e-05
Algeria,0.000149700804068,6.074358409819072e-09
Algeria,0.00236128212261,2.5119963417948663e-06
Algeria,0.00493933956315,7.475503406879687e-06
Algeria,0.0118550395446,5.545361120534198e-05
Algeria,7.23678485803e-05,1.4856626851888853e-09
Algeria,0.000561445612834,3.5147797291748484e-08
Algeria,0.0327198560071,9.222815650017011e-05
Algeria,0.00326427077215,1.5850770795283815e-06
Algeria,0.00474810465568,2.900056248358275e-06
Algeria,0.00190190273072,3.7752345260367253e-07
Algeria,0.00754756550546,5.979604205278562e-06
Algeria,0.00291931756148,1.0296353204503006e-06
Algeria,0.00282034457162,3.974900332054266e-06
Algeria,0.00744488078923,1.653257087283341e-05
Algeria,0.0036823871997,6.776154388535395e-06
Algeria,0.000626586317958,4.1124851199983746e-08
Algeria,0.00109599242353,5.989465225251592e-07
Algeria,0.00175725458479,1.3677585562283868e-06
Algeria,0.0612365206764,0.00034560926673803615
Algeria,0.000932575016302,3.4840300922883996e-07
Algeria,0.0416545812991,0.0005598067402727908
Algeria,0.00285910038026,3.0579570185998386e-06
Algeria,0.00256124560571,3.220637187804686e-06
Algeria,0.0162607461523,3.847656075781914e-05
Algeria,0.054503287314,0.0014512134461115008
Algeria,0.00421620892969,7.1599902318706074e-06
Algeria,0.00265665367578,2.600292309595347e-06
Algeria,0.000686906855714,1.050527864900049e-07
Algeria,0.0272757493225,0.00027399120118218307
Algeria,0.0383937059245,0.000643890493718182
Algeria,0.024497622016,0.0002395700388424661
Algeria,0.0263268516462,0.00025979999378197887
Algeria,0.000836741303665,3.1429019596465804e-07
Algeria,0.0211244872659,0.0001277720570262299
Algeria,0.00100110284131,4.5344978483716235e-07
Algeria,0.00108878920135,5.337692541004518e-07
Algeria,0.11278472078,0.004027747381974326
Algeria,0.000393937250922,5.3940128964910016e-08
Algeria,0.00149795314258,1.0205540403503228e-06
Algeria,0.000168298194174,1.3122496642909344e-08
Algeria,0.0209176806085,7.459993375188887e-05
Algeria,0.000375828639877,4.859458991766963e-08
Algeria,0.000220250778786,2.3145988901705966e-08
Algeria,0.000837399730918,3.365238304264321e-07
Algeria,0.000565901666542,8.670150234238587e-08
Algeria,0.000306866600343,4.588303287073892e-08
Algeria,0.00170306750987,5.338210115702332e-07
Algeria,0.00192339805147,1.839541624148658e-06
Algeria,0.00236177795403,2.2040146935793983e-06
Algeria,0.0466545618126,0.0007292073631255747
Algeria,0.000185730529381,9.756983924393271e-09
Algeria,0.00051075193756,3.794084181420689e-08
Algeria,0.000387297573555,8.314092165316435e-09
Algeria,0.0240241314845,7.835628477016804e-05
Algeria,0.128367091787,0.003911948554622706
Algeria,0.000949660567502,4.0509311332856286e-08
Algeria,0.000486050522849,6.452719023099035e-08
Algeria,0.0106716040346,4.348830270916691e-05
Algeria,0.00310981044304,2.911291177594327e-06
Algeria,0.00168895918849,8.946761841494082e-07
Algeria,0.000873930196504,2.196183613539041e-07
Algeria,0.000963429367339,1.1496219800414089e-07
Algeria,0.00178089083512,9.586944978609824e-07
Algeria,0.396813453454,0.03454429850933467
Algeria,0.00424839248851,6.9009116687074545e-06
Algeria,0.0108831744446,1.4114267753356334e-05
Algeria,0.00964583335795,1.1712676491576565e-05
Algeria,0.0225906304417,5.7208756489675825e-05
Algeria,0.000567129800327,1.5702495849060463e-07
Algeria,0.000562522720665,7.845621663780288e-08
Algeria,0.0013520819521,8.76936659705554e-07
Algeria,0.0210039218874,0.00011949603718502334
Algeria,0.00176503387678,1.4838212110862826e-06
Algeria,0.00179931399881,1.6140650096786866e-06
Algeria,0.0358236499267,0.00011000189719067251
Algeria,0.0544572256657,0.0011096444778565882
Algeria,0.00065116663093,1.1839405896053848e-07
Algeria,0.000742785940577,1.8435894674146472e-07
Algeria,0.000700352766504,1.1727955667447874e-07
Algeria,0.00274297863361,3.5904351783765382e-06
Algeria,0.0035651105677,5.856548795917914e-06
Algeria,0.0457715485997,0.00035002042865736014
Algeria,0.0204363373737,0.00015562618450987067
Algeria,0.0385188463423,0.0005569361669580702
Algeria,0.000454970556014,1.0322533610563646e-07
Algeria,0.00299707725496,3.4130847690293905e-06
Algeria,0.00701221300396,8.375932962433166e-06
Algeria,0.00228700867802,2.173913603735467e-06
Algeria,0.0938796454885,0.002171288170923701
Algeria,0.00159421804308,7.389779405430031e-07
